영화명,평점리뷰
분노의 질주: 더 오리지널,"역시 전문가평점은 믿으면 안되는 것임... 1.2편은 반드시 보고 감상하도록... 모두 이어짐... 그리고, 아시다시피 감상순서는 1.2.4.5.6.3(번외)... 이제 50%봤다... 계속 5.6탄으로 고고고!...마지막 박을 때 ㅈㄴ 상쾌말이 필요할까. 개잼적당한 속도와 무게감 있게 5편을 위해 잘 준비한 작품역시 이런 영화는 볼거리가 많아야돼그렇지 ㅋㅋ 분노의질주는 분노의 질주다워야 돼 ㅋㅋ초심으로 돌아온 오리지날의 맛재밌음 분위기도좋고 결말도 맘에듬 갠적으로 1 2 4 5 6으로 보는걸 추천 도미닉위주로 볼거면 1 4 5 6이지만 2편도 나름재밋음 근데 6편까지보고 2편보면 시시할듯 그래서 12456으로 보는걸추천 3편ㅈㄲ역시 분노의질주는 각 시리즈마다 재밌음등장인물들 매력 같은 건 5편이 더 좋았으나 자동차 추격씬은 4가 압권"
일루셔니스트,황진미 꼴통인거 유명하죠.. ㅋㅋ생각하는분마다 의미가달라지겠지만.. 어떻게여자아이를된장녀나할수있지 여자아이는정말아무것도모르는 환상을가지고있는아이인데.. 짠하면신발나오고 옷나오고 그걸믿는애보고.. 한국된장녀라니..황진미가 평론가라면 개나소나 평론가되것네이영화본지 한참됬는데도 아직까지 생각난다. 토끼를 풀어주던 장면은 진짜 명장면인것같음내내 여자애 머리를 쥐어박고 싶었지만.. 나 역시 철없지 하며 씁슬함들게 만든 만화쓸쓸하고 아름답고 안타깝다. 유리관을 씌워서라도 지켜주고싶은 마술사의 순정..따뜻하면서 우울해손에 쥐면 스르륵 빠져나가는 아름다운 환상어떻게 이런 영화가 있을수가.....내 옆의 누군가도 일루셔니스트였음을 알게 되는 순간
왓 위민 원트,"기발한발상,재기있는연출,배우의호연&매력,따뜻함,메시지.갖출건다갖춘 로코여자의 마음을 들여다 볼 수 있다면 세상을 다 가진 느낌 아닐까..?섹스의 신이라고 할때 뒤집어 졌음 ㅋㅋㅋㅋ로맨틱 코미디의 정석. 다양한 방면의 '사랑'을 다루려 한데서 조금 무리가 왔지만 수작임에 틀림없다.EBS에서 보는 중이신 분짧은 내용에 급하게 마무리하고.. 결말이 열린결말이라 좀 아쉽다.. 나만 그런가?유치한 스토리를 농익은 연기로 잘 풀어낸 로맨틱코메디영화어바웃타임을 보고 생각난 영화! 사춘기때 이 영화를보고 참..저런남자를 만나자 생각했다.ㅋㅋ 다시 한번 보고싶다. 현재에 봐도 아직도 재미있을지..아 정말 탐나는 능력이로다. 결혼을 하지않을 사람들이라면 정말 가지고 싶은 기프트겠지만, 결혼을 한 사람이라면 오히려 좋지않을듯싶다. 사람이 언제나 듣고싶은말만 듣고 살고싶어할텐데....그런것을 여과없이 들어버릴테니...볼때마다 기분이 좋아진다. 배우들의호연도좋았고^^"
블랙 가스펠,"방금 보고왔는데 평점은 21년살면서 처음써봄. 이글을본다면 잠시 종교는 잊고 흑인들의 고통,슬픔에 의해 흑인음악의 뿌리가 탄생한걸 보고 소름과 함께 밀려오는 감동 그리고 슬픔 영화보단 다큐멘터리같음. 진짜..와.. ...그렇지~ 이런 영화가 나와줘야 힐링이 있징~~감동이 있는영화 . 음악도 좋았어여 .헤리티지...!!!!말이필요없져사진만 봐도 마음이 설레입니다~~~♥크리스챤이라면 꼭 봐야할 영화!!! 진정한 찬양이 무엇인지 고민하게하고 나를 되돌아보게하는 영화. 여러분 꼭 보세요!!!양동근이 뭔가 특별한사람이라고만 생각했는데 이유가 있었네ㅎㅎ 재미있게잘봤습니다ㅎㅎㅎ기독교인 아니여도 흑인 음악 관심있음 꼭 봐야하는 영화에요^^흑인음악 즉 소울 알앤비 음악장르가 종교를떠나 어떤 역사적 배경인지 알면 더 깊이 공감할수 있죠 ㅎㅎㅎ다큐멘터리인데도 이렇게 집중해서 본 영화는 첨이에요...한번 더 보고싶습니다 ㅠㅠ살아 숨쉬는 하나님의 사랑에, 예고편 볼 때 엉엉 울고 지금 짧은 기대평 남기는데 또 울컥합니다. 내일 보러갑니다 완전 기대됩니다!!!"
아비정전,"날아본적도없이 지치고 상처받은 그 .... 수리진의품에안겨 쉴수는없었을까 흰색런닝과트렁크만입고 맘보춤을추던 장국영 엄마를보지않고 두주먹을쥐고걷던슬픈발걸음당신을영원히사랑해요왕가위 영화는 절대 내스타일이 아니다. 하지만 영화속에서 표현하고자 하는 감정선들을 굳이 긴대사 아닌 분위기 만으로 눈치채게 만드는 재주는 대단하다 그리고 영화인척 하면서 알고보면 굉장히 현실적이다 오락용으로 왕가위...당신이 죽었다는건 아직도 만우절 거짓말 같아.개봉관에서 환불 쇄도하던 그영화...발 없는 새, 지친 날개를 접다.장국영 생전 말씀하시길,아비정전은 반은 내 이야기다ㅠ그의 어머니는 그의 양육을 거부했었다관람객 장국영은 아시아의 디카프리오상처주는 이유는 누군가에 상처받았기 때문이고 상처받았기에 누군가에는 상처를 주게되는 어긋남의 로맨스. 부유하듯 떠다니는 카메라 속 이미지에 부유하듯 떠다니는 상처받은 영혼들.내 인생 최고의 영화. 백점을 줘도 아깝지 않은 영화...장국영이 보고 싶다관람객 참을 수 없는 존재의 가벼움을 연상시키는 인간이라면 누구나 느낄 수 있는 인간 본연의 흔들림과 외로움, 권태, 허무 같음을 느낄 수 있었다. 명작은 명작."
나비잠,"김재욱이 더 좋아지는 영화.김재욱의 찬해연기 너무 좋아요.관람객 김재욱 너무 연기 잘하네요그래서 톤보는 어디 간거야?잔잔하고 뻔할지라도, 우연과 기억의 시퀀스가 좋았던.김재욱이기에 충분히 볼만한영화였어요~김재욱이 아니면 안되는 영화. 김재욱을 위해 만든 것 같은 영화였어요~잘 봤습니다~나만 진희경 배우가 떠오른거야? 나이 들면서 얼굴이 왜 점점 진희경 배우로 변하는 거지?김재욱의 로맨스는 훌륭했다!!!!김재욱씨 주연 멜로영화는 어떨지 궁금했는데50대와의 사랑을 연기하는것이 전혀 어색하지않고 자연스러우면서 아름다웠어요찬해역할로 김재욱씨만한분 없을거같아요"
이탈리안 잡,'도둑들'은 이 영화에 쨉도 안된다..다시보고 싶어서 다시봤는데 역시 잼나군요~ 뻔하지만 뻔하지않은 도둑들의이야기 샤를리즈테론 미모가 젤 물올았던때 찍은거라 더눈이 즐거웠음~세상에 재미 있을게 없는 나이라던 아빠가 너무 재밌다고 말했다. 그걸로 충분하다에드워드 노튼의 훌륭한 연기와 자동차 홍보가 돋보인 영화. 왜 노튼이 인터뷰 보이콧 했는지 알만하다.최고의 영화. 다시 봐도 여전히 명작.지하철에서의 미니가 기억에 남는다일단 비교적 화려한 캐스팅과 깔끔하게 전개되는 범죄 스릴러물. 그냥 가볍게 볼만함.기발하고 독특하다. 오션스 시리즈와 견주어도 손색이없다최고의 범죄영화. 범죄영화의 시작이자 교과서 같은 영화.다시봐도 괜찮은듯 캐스팅도 화려하고 지금시대에 영화에서도 뒤쳐지지않을만큼 잘만듬
"로봇, 소리","관람객 한국에서도 이런 영화 나올때 된듯, 로봇 소리 목소리 심은경 목소리 덕분에 더 몰입감 있게 좋게봤어요.골든타임 '최인혁', 미생 '오상식'을 이어 이성민씨 인생연기를 보여준작품!! 이젠 믿고보는 배우를 넘어 국민배우라는 타이틀을 주고 싶네요.관람객 잘 만든 상업영화. 웃길땐 웃겨주고 울려야할땐 울린다. 남겨진 사람들에 대한 따뜻한 위로를 담은 영화관람객 완전 초대박은 아니지만 적당한 웃음과 감동이 로봇과 아버지, 그리고 딸과의 드라마 속에 잘 살아있는거 같음너무 전형적인 작품들만 쏟아지는 극장에 익숙하면서도 새로운 작품이어서 많이 인상적이네요. 아빠와 딸의 관계가 이렇게 가슴아프고 절절하면서도 서로를 다시 돌아보고 싶게 만들 수 있을까 생각하며 아빠를 떠올렸어요자연스러운 감동과 여운이 있는 영화 소리 너무 귀엽고ㅜㅜ 재밌었다관람객 이질적인 소재, 낯선 장면들, 다소 개연성 떨어지는 장면.그럼에도 이 영화에 10점 준 이유는 억지로 울리지 않고,내 가슴을 울리게 한 한국적 정서가 있었다.(스포라 말을 못하겠네..)재밌어요 히말라야나 그날의분위기보단 훨씬잼있음ㅋㅋ대구 사람으로써 자꾸 그때의 참사가 생각이 나서 마음이 너무 아팠어..관람객 다들 연기를 잘 하구요 로보트는 너무 귀엽네요ㅠㅠ다만 아쉬운건 마지막이 조금 허무했다는....!"
아메리칸 갱스터,"이게 지루할 수가 있냐?진중하고 절제된 인물의 심리표현, 그리고 폭발하는 듯한 클라이막스...리들리 스콧, 덴젤 워싱턴, 러셀 크로우. 실화 바탕. 흥미로운 영화일 수 밖에 없음. 덴젤 워싱턴 특유의 카리스마 매력있음.사운드 트랙 부터 연출 그리고 러닝타임까지 무엇을 더 기대하겠는가?아따 재미있구만.엔딩크레들이 다 올라간후 마지막 컷에 총을 쏘는 장면이 있는데 뭘까요....???느와르 답게 잘 만들었다리틀리 스콧의 명작중 탑3중에 1개평점이 인간적으로 너무 낮다... 8점 후반대는 최소로 나와야되는거 아니냐... 9점넘었어도 충분할 영화인데제발 초딩들이 로봇 안나온다고 평점 깎지말고 영화를 아는 어른들만 좀 보고 그래라.."
졸업,"이 영화는 사랑이 아닌 순간적인 충동에 쌓여 일탈을 꿈꾸지만 버스안에서 그런 일탈뒤의 허탈함과 후회가 교차하는 착잡한 표정의 남녀주인공의 마지막을 통해 관객에게 우리가 일상의 틀에서 겪는 일탈의 충동과 인생이 주는...마지막 버스에 앉은 두 남녀의 미묘한 얼굴 표정을 잊을 수 없다.50년 가까이된 영화라 믿기지않는 감독의 세련된 연출력. 불안하고 흔들리는 청춘은 누구나 겪는 시기이기에 이영화가 시대를 초월한 명작이 된것같다. 일탈을 꿈꾸지만 결국 허무함이 되어 돌아오는 감정을 몰입할수있게 연기...지금보니 왠지 벤자민과 일레인은 맺어지지 못했을 것 같다..일레인과 도망쳐, 버스에 앉아 가지만 서로 아무 말도 없다. 웃음기도 잠시뿐,무얼Elaine 도 넘 예쁘고 Mrs.Robinson 도 매력적이고.... Sound of Silence 좋아하는 곡인데 이 영화 ost로 유명해진건지..? 반세기전에 만든 영화라는게 놀랍고 고뇌하는 표정이 갑 ㅠㅠ ...기대 이상 정말 재밌었다 신기한게 갈수록 남자주인공에게 감정이입이 되었다 이것도 감독의 재능이라면 재능인듯막장드라마 ㄷㄷ 옴므파탈 호프만... 코가 커서 그런가.. 내용은 쓰레기인데... 개연성도 떨어지고... 모녀가 쌍으로 돌았어.. 엄마야 일탈할 수도 있지만..딸은 순수한건지 모자른건지.. 일레인아빠가 보살이네.. ...[아카데미]1968년40회 감독1개부문수상작.대학을졸업한청년이아버지친구의부인을만나육체적관계가되다그부인의딸을알게되어진정한사랑에빠지게되는데후에그딸의결혼식을찾아가그녀를데리고나와버스에타는마지막장면과 사이먼앤가펑클의OST가유...결말만 잘 맺으면 영화의 질이 달라진다."
문영,"김태리의 연기가 돋보이는 영화말이 필요 없는 연기! 스크린에 문영이를 두고 온 기분에 괜히 먹먹하네요보고나서 문영이의 눈빛이 계속 생각나는 영화네요 추천합니다데뷔작에서도 빛났었구나김태리의 아가씨 전의 모습이 궁금했는데 그전에도 연기력이 엄청났네요ㅜㅜ 또 봅니다~!관람객 김태리씨의 슬픈 눈빛에 제 눈가도 촉촉히 젖었습니다짥고도 강렬한 영화였어요문영의 아픔과 상처가 느껴지며 제 상처도 같이 보듬고 치유되는 느낌이었습니다꼭 보세요:-)관람객 꼭보세요 두 배우 연기 너무 잘하고, 기승전결 괜찮은 영화라 생각합니다. 복선도 잘 되어있고 독립영화라기엔 너무 잘 만든 영화. 저예산이었을텐데 너무 그 안에서 잘만드셨음 배우님들과 감독님 다 존경스럽네요!최고야...짜릿해 늘 새로워역시 힘들고 어렵게 된 영화에는 다 이유가 있는 법. 배우분들의 훌륭한 연기와 섬세한 연출!아가씨이전의 김태리배우님을 만날수 있는 좋은 영화!! 눈빛장인!!"
와일드,"서점에 깔려있는 수천권의 인생 에세이보다... 이 영화 한편이 훨씬 더 나음. ㅋ요즘 볼만한 영화 없고, 시간때우려고 본 영환데. 조용히 엄청 울었음. 그냥, 뭐, 많은 생각을 하게 하는 영화임. 요즘 삶의 의욕이 없거나 일상이 지루하다고 느낄때 보면 좋을듯해요. 생각이 정리되기도 하면서, 많...줸장 기다리던 영화였는데 근처 가까운 지역 영화관에서는 개봉하는 곳이 없네. 차끌고 다른지역까지 멀리 가서 보란얘기? 흥행못할것같단 판단으로 개봉안하는거임?! 짜증남.영상미는 당연하고 음악도 정말 좋았어요... 마지막 남자아이가 노래 부를때 가슴이 너무 먹먹해 울어버렸습니다..고난과 치유의 최고의 힐링로드무비..관람객 걷고싶게 만드는 영화, 나를 잃었다 생각했을 때도, 인생을 포기했다고 생각했다해도, 그것도 내인생! 어떤 경험이든 쓸모없는건 없다. 영화 잘봤어요~~♡힘겨운 길을 걷고 있는 이들을 위한 위로가.하이킹하러가고싶어진다..이런 게 영화가 아닌가, 싶다. 엔딩크레딧이 올라가는 동안 나는 일어나지 않았다.아니, 일어나지 못했다.어머니란 이름을 위하여 떠난, 상처와 고통으로 얼룩진 삶의 주인공이 진정한 자아를 찾음으로써 자신을 치유해가는 과정을 진하고 농도짙게 그려낸 수작."
앵그리 버드 2: 독수리 왕국의 침공,관람객 진짜 재밌어요 그냥 보러 갔다가 빵빵터지고 왔어요아니 대체 왜 자막 개봉관이 없는거야...?역시 이거 죽이네 캬.ㅎㅎ진짜 기대 안하고보가가 웃음보 터지고 왔어요관람객 방학때 애들이랑 보기에 좋아요 웃기고 지루하지않아요 추천합니다.1편보다.더나은듯 한데 ㅋ되게 웃기고 귀여워요 ㅎㅎ관람객 5살아기랑 재밌게보고왔어요^^관람객 너무 재밌게 봤어요~ 6살아들 악당동 그렇게 무서워하지않고 저랑 깔깔웃으면서 봤어요~1에서는 어떤 부당함에 대한 적극성있는 레드의 성장기 같은 분노에 대한 이야기였다면 2는 천재의 분노쯤 되어야 했을텐데 맛을 그다지 살리지 못한 아쉬움에 있다 노래나 음향 역시 박진감이 줄어 들어서 많이 아쉽다 역시...
나쁜 교육,"신부 인중을 쳐서 이빨을 다 뽑아버리고 싶다.색감이라던지 영상미도 좋고, 내용도 좋았다.. 이야기속에 이야기인 액자식 구성도 맘에 들고... 근데, 나는 너무 무서웠다.. 공포영화처럼. 소름도 돋고..모두가 피해자인 이야기 여운이 길다욕망이 무엇인지 생각하게 하는.. 알모도바르는 역시 최고!!무섭고 슬프고 난해하네알모도바르식 연출.. 특히 노래하는 장면은 가히 최고다.페드로 감독의 능력중 하나는 영화가 끝난 후에도 한참을 움직일 수 없게 만드는 것이다천재 감독님. 존경합니다.옴므파탈이 무엇인지 알고 싶다면.펠레 마르티네즈의 재발견..역시 페드로감독은 천재다"
레고 배트맨 무비,작년 배트맨대 슈퍼맨보다 더 재밌다... 레고 무비의 후속작 답게 엄청 재밌는듯!!토마토에서 DC는 모든 영화를 레고로 만들라는 평이 ㅋㅋㅋㅋ실사 영화가 해내지 못 한 것을 레고가 해냈다.여러분 장난치는게 아니라 진짜 이 영화가 역대 배트맨영화중에 적어도 1~2위는 다투는 갓영화입니다. 액션 연출 그래픽 아이디어 드라마성 유우머 뭐하나 딸리는게없는 걸작중 걸작잭스나이더 보고있니?유료시사회로 미리 보고 왔는데 기존 배트맨과 차원이 다른데다가 큰재미 큰웃음까지 제대로 완벽하게 갖춰진 레고 배트맨 무비 대강추!그 어떤 로맨스보다 사랑스러운 배트맨과 조커의 수준급 밀당 ♡관람객 전체관람가 데드풀입니다. 약 순도 95%관람객 귀엽고 재미있고 따뜻한 배트맨 주연 (이렇게 안쓰면 배트맨에게 혼날 듯 ㅋㅋ) 레고무비. 앞으로 다양한 시리즈가 기대됨. 남녀노소 모두에게 추천.돈옵저 수스쿼같은 캐릭터도 이해 못하고 CG떡칠이나 해대는 쓰레기영화들보다 이 영화가 배트맨과 그 프렌차이즈의 역사를 훨씬 존중하고 있다. 여기에나 투자해라 잭 스나이더 케빈 츠지하라 워너브라더스 이 멍청한 놈들아
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여~",조카들이 아주 그냥 좋아 죽음아들이 최고랍니다.아쉬운점이 있냐고 물었더니 하나도 없다는군요ㅋㅋ믿을 수가 없다! 20대 여자에게 가장 인기가 많다니!! 파워레인저는 30대 남자들의 삶의 한 조각이였다!!! 변신~~~관람객 끝나가는걸 아쉬워하는아이..였네요제가 대학생인데도 친구3명과 같이 봤는데 정말 재미있네요..관람객 제아들은 너무 심각하게집중을하고 보드라구요^^이놈의 다이노포스ㅋㅋ처음극장에서 본거라 아들도 너무좋아하고 파워레인저 광팬이라 정말재미있게 보드라구요30대 여자들이 왜 이걸 좋아하지? 여자들 중에서도 오타쿠가 있는건가? 라고 한동안 생각하다 아이엄마가 적었다는걸 깨닫게되니 아직 여친도 없는 내가 초라해보였다...관람객 우리아이가 굉장히 재미있게 봤어요~아들이 쓰러지네요 너무 조아서~ 브레이브 인!!관람객 아들이랑 다녀왔습니다. 잘 봤구요. 근데.. 매일 가잡니다. ㅡㅡ; 이녀석아 이건 키즈카페 가는거와는 다르다.
영주,"우리 냄새 나오는건 봐야해표정이 매우 인상깊었다. 역시 믿고 보는 김향기고모는 영주를 '철없는 어린애'라고 하다가도 '다 큰 성인'이라고 한다. 입맛대로 취급하는 건 어른들이다관람객 보는 내내 먹먹했는데, 보고나니 여운이 많이 남았다. 왜 이게 따뜻한 영화라고 했을까 했는데, 현재의 아픔보다는 앞으로의 희망을 더 생각하게 만들더라. 그들만의 아픈 '정'이 따뜻한 온기를 주는 영화....관람객 어른스러운척하고 가장을 무게를 견뎌내려해도 사랑이 고팠던 작은아이영주야, 넌 좋은 애야. 아줌만 알수 있어. 가슴을 파고드는 명대사여운이 많이 남네요..완벽하게 빠져들었나봐요.영주의 마음을 곱씹어 생각하게 돼요.가는 길에 포스터에 적힌 ‘미움도 이겨버린 외로움’ 이라는 글귀를 봤는데 이게 영주를 이해할 수 있는 가장 적절한 말일까요?좋은 영화...관람객 향기가 너무 예쁘다가 너무 안쓰럽다가 나도 모르게 울컥하게 된다. 믿보향기관람객 간만에 너무 여운이 남는 영화였다. 더이상 아역배우라 할 수 없는 김향기의 아우라.. 요즘같이 쓸쓸한 계절에 ‘따뜻한 온기’라는 말이 정말 딱 맞았던. 세상의 모든 영주들이 툭툭 털고 일어나 뚜벅뚜벅 걸어나갈 수 있...관람객 아이러니하면서 저절로 공감되는 영주의 감정이 좋았다."
정글,"김병만하고 같이 갔어야지칼의 정체에 대해 물음표를 던지지 않을 수 없었구요, 잔인함과 생존에 철저한 동물적 감각을 가진 알수없는 그 사람이 뭔가 마커스에게 나쁜짓을 했을거라는 상상이 되어 마음이 아픈 영화에여. 그들의 소망과 기회에 또 제...나만 루카스하고 칼 사라진 거 소름돋나.. 솔직히 영화 내용보다 그게 더 소름.. 뭐에 당한걸까 칼이 루카스를 죽이고 도망간걸까.. 이게 이 영화에서 제일 무섭다 무서워다니엘 래드클리프 연기가 물이 올랐네요!진짜 제일 기억에 남는 충격적인 장면은 요시가 푸른색 알을 까서 먹는데 그 내용물과 씹을때 나던 뼈 아작나는 소리의 생생함... 진짜 가만히 보다 보면 소름돋게 만드는 장면들이 많다. 마지막에 소리칠 힘도 없던 요시...이 영화 보고 자려고 누웠는데 급 소름돋고 무서웠다. 칼의 존재가 너무 소름..낯선 곳에서의 타인의 친절은 화를 부르는 법실제 정글은 이 영화보다 더 잔혹할듯..2시간동안 눈을 뗄수 없었어요. 내 삶의 편안함에 감사함을 느낍니다해리포터 연기 좋더라내가 정글에 있는느낌을받았어"
폰 부스,더 테러 라이브를 보고 나서 11년 전 영화인 폰부스의 위대함을 깨달았다 ^^말로 자신을 포장하고 사는 현대인들에게 경고를 주는 영화. 개인적으로 손에 꼽히는 명작.죄없는 사람 2명 죽인 놈 주제에 누굴 응징하고 가르치려드는지 얼척없었다더 테러를 보고 열광했던 내자신이 부끄럽게 느껴진 11년전의 미국 저예산 영화.. 제작초반 이명세 감독에게 연출의뢰가 있었는데 이명세 감독이 거절했다는 말을 들었는데 거절해준 이명세 감독에게 진정 감사 드린다. 큰일...진짜 시간 가는 줄 모르고 집중해서 본 영화헐 대박 더테러라이브 볼때 이거 바로 생각나던데 10년전 영화네 대박~~~우리나라 영화는 예산이 문제가 아니라 걍 노답이라는것을 보여주는 예긴박한 상황이 몸으로 느껴지는듯한 영화콜린 파월의 연기뿐만 아니라 협박범의 목소리가 예술인영화.단순 목소리만으로 연기가 무엇이다라고 보여주는듯하다.사실 목소리를 미드 24hr 주연이 했다는걸 안다면 그리 놀랄만한 일도 아니다몰입도도 좋고 긴장감 넘치게 봤는데.. 마지막 범인이 너무 뜬금이 없다. 범인이 누굴까.. 라고 생각도 했는데 마지막에 괜히 좀 찝찝한 느낌이 있다. 극중 나온 사람들 중 한명이 범인이였으면 더 좋았을텐데.. 그래...
리틀 프린세스 소피아: 신비한 섬,여자아이가 있다면 무조건 보시라고 말씀드리고 싶네요~ 아이들이 좋아해연관람객 딱 4~7세용!!!! 어른들이 보고 좋다 싫다할껀 아니고 애기랑 보러가서 애기가 좋아했으니 만족해요. 팜플렛에 색칠놀이하는 것도 쓸만해요친구랑 둘이서 봤는데 정말 꿀잼이에요 시간과 돈이 아깝지 않아~~애들이 너무 좋아해요~ㅎㅎ스토리가 너무 지루하네요관람객 우리 아이가 너무 너무 재밌게 봐서 다음에 또 보고싶다네요 ㅋ관람객 아이가 너무 좋아해서 10점입니다. 즐거운 추석 맞으세요시사회로 봤는데~ 울조카 보더니 소피아 앓이 지대로 하네여관람객 그냥 겨울왕국 짜가 보는듯한..크리스탈로~밖에기억이 없음관람객 아이들이 공주들이라 잼나게 봤어요
헤이트풀8,"나는 이런영화를 볼때마다 한국영화의 문제가 단지 기술력과 인력의 차이가 아니란걸 깨닫게 된다'비밀을 가진 도머구'부터 급 재밌어짐ㅋ ㅋ ㅋ"" 나와 기습거세꾼 "" 상반기 최고의 명대사다진짜 미치게호쾌하다. 피칠갑에 저급한대사가.난무하는데 영화는품격있다. 음악도예술. 나쁜새끼들끼리의 뜨거운한판.쿠엔틴은 모든 요소를 B급으로 맞춰둔다. 그렇게 해서 나오는게 A다.나쁜놈들 사이에 그나마 덜 나쁜놈에게 호감가게 만드는 타란티노의 천재성타란티노 형 이름만 믿고 봐라.대사를 통해 긴장감을 극대화하고 그것을 지루하지 않게 만드는 것은 쿠엔틴 타란티노가 최고다요즘 빠른 영화에만 익숙한 세대들은 이 영화가 지루하고 재미 없고 댓글알바라는둥 이런소리 하는데.. 영화를 한달에 극장가서 4편이상 10년동안 꾸준히 보고 있는 나같은 사람에게는 최고의 영화였습니다다.. 의견이 ...제대로 취향저격이네.. 대사들이 너무 맛깔난다."
로렌스 애니웨이,"난 네가 남자이든 여자이든 외계인이든 사랑한다는 말은 함부로 할 수 있는게 아니다지독한 사랑. 식당에서 분노하고 오열하던 프레드의 연기는 압권이었다. 결국, 눈물이 났다. 우리는 타인에 대해 함부로 평가하고 재단할 수 없는 것 아닐까. 퀴어 드라마를 품고 보편의 연애를 말하다. 사랑의 근원을 파...그 사람을 사랑하는 걸까 그 사람에 덧입힌 내 희망사항을 사랑하는 걸까관람객 사랑하는 사람에게 나와 같은 삶을 살아달라고 말할수는 없다.로렌스가 첫째날에 여장을하고 교단에 섰을때 정적속에서 아무렇지 않게 자연스레 질문을 던지는 학생..이상할거 없고 평상시처럼.. 그리고 미소짓는 로렌스... 와 순간 뭔지모를 감정 눈물 핑 돌든데....관람객 이 사랑을 보라! 로렌스의 성이 무엇이든 로렌스는 로렌스다사람을 온전히 사랑하는것. 그런 사랑을 해본적이 있는가?보는내내 소름이 쫙 돋는다.. 역시 자비에돌란은 날 실망시키지않았어..진짜 대박입니다!! 영상도 이쁘고 오에스티도 넘 좋아요!! 또 볼꺼예유마지막 5분에 만점준다관람객 색감과 표현 기법 최고! 남자주인공이 처음 자신이 원하는 모습을 하고 교실에 들어갔을 때의 그의 감정을 정말 너무도 절실히 느낄 수가 있었습니다. 또, 마지막 장면 남자는 결국 당당하게 앞문으로 걸어나오고 여자는 뒷...폭포처럼 쏙아지는 감정. 그것을 오직 인간만이 경험할 수 있다고 하면 말야. 니가 무엇이든, 어떤 삶을 살든, 너와 내가 사람으로 태어났다는 사실이 얼마나 다행이야."
옥자,"맛집은 외딴섬에 있어도 찾아가서 먹는다 걱정마라 속물극장들아 ㅋㅋㅋ멍청한 cxv ,메x박스,롯x시네마야, 영화는 돈을 벌려고 하는게 아니라 보고즐기기위해 보는거다.중국에서 기른 돼지 '리얼'은 폭망했고, 한국에서 기른 '옥자'는 위대했다.평식이형 7점이랍니다. 이정도면 기차타고가서라도 봐야죠멍청한 멀티플렉스 덕분에 넥플릿스를 경험하게 생겼음! 넥플릭스가 원하던게 이거인데..ㅉㅉ미자는 뭐라고 속삭인 걸까?감독이 봉준호란다. 그냥 보는거다관람객 봉준호....역시 사람 불편하게 하는 재주는 최고야누군가의 자본이 누군가의 친구였다.관람객 통역은 신성하게 거래는 깨끗하게."
에어로너츠,"우리네 삶을 되돌아보면.. 역경과 고난에 순응하는 삶을 거부하고 새로운 역사에.. 비평에.. 비난에도 굴하지않고 도전하는 이의 삶은 위대하고 경이롭다는 단어 밖에 떠오르지않네요. 도전정신이란 무엇일까요? 에어로너츠가...관람객 영화관에서 공중에 떠 있는 느낌을 받을 줄이야... 환상적이다관람객 꿈을 포기하지 않는 사람은 아름답다보는것만으로도 고소공포를 느낄수 있어요! 감동적이고 재밌어요 강추관람객 영상미도, 배우 연기도, 연출도, 하물며 사운드까지 모두 정말 좋았어요. 그래비티 생각이 난다 헀더니 그래비티 제작진이 참여했나봐요. 영화관에서 안 보면 아쉬울 거 같은 영화예요! 한 두 번은 더 볼 것 같아요.관람객 광활한 하늘을 스크린을 통해 보니 답답한 시기에 숨통이 트인거 같았습니다! 큰 화면에서 보고싶어서 ㅠ 또 예매했어요 ㅋㅋ 꼭 큰관에서 보세요!!!실화가 바탕이라기에 찾아봤으나 실제 제임스와 열기구에 탑승한 사람은 남자였고, 1만 미터 상공을 올라간 것 외에는 다 창작인 듯하다. 영화 시작할 때도 Based가 아닌 Inspired라고 나오니 번역을 너무 믿지 ...관람객 열기구라는 제한된 공간 안에서 뽑아내는 긴장감이 훌륭해요. 바구니 말고는 거의 다 그린스크린에 CG합성이었을텐데, 두 배우의 연기가 대단합니다.그냥 봤다 인생영화 되는 영화.. 스릴 넘치는데 감동까지. 쵝오이공계 박사과정 중인 대학원생입니다.매너리즘에 빠져 잊고 있던 열정을 되찾아 준 영화입니다."
